tweet_id,favorites,retweet_count
731156023742988288,3769,1245
730924654643314689,6039,1939
730573383004487680,4808,2090
730427201120833536,3432,1026
730211855403241472,3753,1039
730196704625098752,4757,1861
729854734790754305,3959,1102
729838605770891264,1690,374
729823566028484608,3906,1224
729463711119904772,5692,2272
729113531270991872,1840,316
728986383096946689,3091,806
728760639972315136,4593,1664
728751179681943552,2712,665
728653952833728512,3257,1016
728409960103686147,4826,1958
728387165835677696,3636,944
728046963732717569,4223,1176
728035342121635841,4487,1635
728015554473250816,4045,1084
727685679342333952,2912,631
727644517743104000,5762,1712
727524757080539137,4400,1193
727314416056803329,3280,723
727286334147182592,3002,796
727175381690781696,3847,1359
727155742655025152,3558,1302
726935089318363137,6747,2391
726887082820554753,3771,1495
726828223124897792,3501,984
726224900189511680,4347,1120
725842289046749185,6947,2615
725786712245440512,4100,1341
725729321944506368,5104,1749
725458796924002305,1391,605
724983749226668032,3662,1282
724771698126512129,2305,623
724405726123311104,5187,1617
724049859469295616,4251,1741
724046343203856385,2610,544
724004602748780546,4108,1508
723912936180330496,3814,1211
723688335806480385,7534,2875
723673163800948736,2958,872
723179728551723008,5213,1825
722974582966214656,4035,1532
722613351520608256,4872,1604
721503162398597120,4529,1794
721001180231503872,2483,598
720785406564900865,3051,752
720775346191278080,2411,647
720415127506415616,4044,1469
720389942216527872,6244,2450
720340705894408192,2808,958
720059472081784833,3791,1104
720043174954147842,4822,1967
719991154352222208,4750,1705
719704490224398336,4453,1396
719551379208073216,4954,1858
719367763014393856,2744,729
719339463458033665,4354,1205
719332531645071360,3366,928
718971898235854848,3424,1053
718939241951195136,5153,1721
718631497683582976,18542,7870
718613305783398402,2397,472
718540630683709445,2407,997
718460005985447936,2647,514
718454725339934721,4770,1480
718246886998687744,1873,487
718234618122661888,3798,968
717841801130979328,2408,592
717790033953034240,2824,1087
717537687239008257,5669,1815
717428917016076293,1582,437
717421804990701568,3102,822
717047459982213120,6174,1887
717009362452090881,3185,942
716802964044845056,4208,1146
716791146589110272,8027,1546
716730379797970944,1209,416
716447146686459905,12815,5746
716439118184652801,2334,204
716285507865542656,2719,1031
716080869887381504,6647,1858
715928423106027520,3134,859
715758151270801409,3654,1407
715733265223708672,4571,1653
715704790270025728,2738,557
715696743237730304,3841,1263
715680795826982913,4224,1577
715360349751484417,5374,1530
715342466308784130,2988,683
715220193576927233,2378,637
715200624753819648,5046,1841
715009755312439296,4076,1201
714982300363173890,3665,1014
714962719905021952,7220,4172
714957620017307648,4064,1383
714631576617938945,3214,973
714606013974974464,3563,906
714485234495041536,2629,1103
714258258790387713,2978,710
714251586676113411,3213,820
714214115368108032,2232,852
714141408463036416,4244,1368
713919462244790272,3238,777
713909862279876608,1860,528
713900603437621249,2778,726
713761197720473600,4779,1342
713411074226274305,4363,1275
713177543487135744,7097,2783
713175907180089344,4381,1445
712809025985978368,18726,6598
712717840512598017,12121,4874
712668654853337088,4107,1193
712438159032893441,5229,1537
712309440758808576,238,25
712097430750289920,3714,1014
712092745624633345,2892,869
712085617388212225,3216,476
712065007010385924,2226,609
711998809858043904,0,125
711968124745228288,7916,2255
711743778164514816,2789,970
711732680602345472,8679,4025
711694788429553666,32319,17986
711652651650457602,3790,898
711363825979756544,3586,1109
711306686208872448,3245,721
711008018775851008,2951,601
710997087345876993,4495,1364
710844581445812225,2503,672
710833117892898816,2643,520
710658690886586372,2266,549
710609963652087808,4719,2327
710588934686908417,4458,1826
710296729921429505,2333,721
710283270106132480,2114,514
710272297844797440,4452,1229
710269109699739648,2354,1096
710153181850935296,2855,875
710140971284037632,2706,862
710117014656950272,5385,1954
709918798883774466,3434,1069
709901256215666688,653,99
709852847387627521,3458,1182
709566166965075968,3487,1181
709556954897764353,3234,1053
709519240576036864,1470,233
709449600415961088,2183,560
709409458133323776,2570,669
709225125749587968,2377,565
709207347839836162,12314,5672
709198395643068416,2397,633
709179584944730112,1968,659
709158332880297985,2005,409
709042156699303936,4658,1599
708853462201716736,1775,649
708845821941387268,2932,881
708834316713893888,1659,492
708810915978854401,16205,6790
708738143638450176,2705,795
708711088997666817,2496,705
708479650088034305,2505,669
708469915515297792,3054,802
708400866336894977,15720,9869
708356463048204288,3523,1290
708349470027751425,2308,723
708149363256774660,4219,1528
708130923141795840,3328,838
708119489313951744,2651,965
708109389455101952,1916,543
708026248782585858,4325,1899
707995814724026368,3084,1107
707983188426153984,49,2
707969809498152960,2660,951
707776935007539200,3233,943
707741517457260545,2451,602
707738799544082433,4017,2416
707693576495472641,3347,970
707629649552134146,2538,857
707610948723478529,16703,6232
707420581654872064,2234,682
707411934438625280,2271,587
707387676719185920,3441,1262
707377100785885184,3224,1073
707315916783140866,2437,631
707297311098011648,2728,768
707059547140169728,2556,661
707038192327901184,2156,772
707021089608753152,4022,1332
707014260413456384,2271,588
706904523814649856,14349,7717
706901761596989440,2020,584
706681918348251136,3251,961
706644897839910912,2533,1071
706593038911545345,2123,621
706538006853918722,3431,1407
706516534877929472,3071,1020
706346369204748288,3402,907
706310011488698368,20980,7779
706291001778950144,1673,472
706265994973601792,2692,922
706169069255446529,3841,2166
706166467411222528,5082,1578
706153300320784384,1459,380
705975130514706432,3059,719
705970349788291072,3127,880
705898680587526145,2330,539
705786532653883392,1907,508
705591895322394625,3122,1130
705475953783398401,2910,894
705442520700944385,4362,1595
705428427625635840,3754,1652
705239209544720384,2957,739
705223444686888960,2548,786
705102439679201280,2107,509
705066031337840642,2151,611
704871453724954624,4220,1098
704859558691414016,2219,530
704847917308362754,4991,1498
704819833553219584,2603,967
704761120771465216,6545,2878
704499785726889984,2869,997
704491224099647488,740,76
704480331685040129,3336,1053
704364645503647744,7869,3491
704347321748819968,1556,345
704134088924532736,1483,450
704113298707505153,1824,565
704054845121142784,2881,899
703774238772166656,1815,452
703769065844768768,3223,1128
703631701117943808,2533,672
703611486317502464,3784,1503
703425003149250560,3749,1347
703407252292673536,2402,686
703382836347330562,3468,1124
703356393781329922,1886,380
703268521220972544,1953,541
703079050210877440,7278,3017
703041949650034688,25957,12259
702932127499816960,2541,713
702899151802126337,1592,447
702684942141153280,3179,1057
702671118226825216,2166,550
702598099714314240,12063,3372
702539513671897089,2847,945
702332542343577600,3133,1524
702321140488925184,3224,1027
702276748847800320,2427,755
702217446468493312,4696,1320
701981390485725185,3396,976
701952816642965504,3795,1007
701889187134500865,3488,1364
701805642395348998,3363,1647
701601587219795968,2065,443
701570477911896070,2771,911
701545186879471618,2621,599
701214700881756160,12029,5006
700890391244103680,2190,558
700864154249383937,2560,611
700847567345688576,2419,494
700796979434098688,2405,925
700747788515020802,22499,9135
700518061187723268,2568,785
700505138482569216,2259,557
700462010979500032,4066,1761
700167517596164096,2596,717
700151421916807169,2207,662
700143752053182464,7427,2667
700062718104104960,2612,679
700029284593901568,2045,577
700002074055016451,3271,1317
699801817392291840,3019,935
699788877217865730,2199,503
699779630832685056,2701,1212
699775878809702401,1938,595
699691744225525762,10136,4533
699446877801091073,5871,2572
699434518667751424,2136,507
699423671849451520,1339,320
699413908797464576,2049,620
699370870310113280,1862,431
699323444782047232,3104,851
699088579889332224,2215,623
699079609774645248,2414,645
699072405256409088,2929,1175
699060279947165696,3690,1768
699036661657767936,2566,1183
698989035503689728,3298,956
698953797952008193,2639,889
698907974262222848,2501,614
698710712454139905,2427,669
698703483621523456,1428,371
698635131305795584,1278,336
698549713696649216,2287,615
698355670425473025,1819,439
698342080612007937,2238,942
698262614669991936,4693,1968
698195409219559425,16541,5883
698178924120031232,2774,730
697995514407682048,1495,329
697990423684476929,3245,1269
697943111201378304,2356,665
697881462549430272,2972,1156
697630435728322560,1716,532
697616773278015490,3109,995
697596423848730625,2974,1244
697575480820686848,2014,493
697516214579523584,2021,1095
697482927769255936,2384,658
697463031882764288,3372,1377
697270446429966336,4629,1841
697259378236399616,3250,985
697255105972801536,3000,1147
697242256848379904,2480,659
696900204696625153,3124,1004
696894894812565505,2315,673
696886256886657024,4784,1767
696877980375769088,2411,703
696754882863349760,1461,356
696744641916489729,2040,920
696713835009417216,2348,639
696518437233913856,3847,1686
696490539101908992,1197,139
696488710901260288,2484,1003
696405997980676096,3159,1138
696100768806522880,1897,640
695816827381944320,2970,1146
695794761660297217,3114,755
695767669421768709,1833,730
695629776980148225,4504,2052
695446424020918272,4341,1784
695409464418041856,8551,3513
695314793360662529,3580,1424
695095422348574720,2597,602
695074328191332352,2802,1071
695064344191721472,1581,582
695051054296211456,2627,778
694925794720792577,2654,904
694905863685980160,2714,920
694669722378485760,35302,14124
694356675654983680,1481,282
694352839993344000,2002,605
694342028726001664,1559,479
694329668942569472,1968,494
694206574471057408,4110,2006
694183373896572928,2918,915
694001791655137281,3358,1011
693993230313091072,1849,395
693942351086120961,1724,362
693647888581312512,2643,574
693644216740769793,1329,122
693642232151285760,2501,406
693629975228977152,2411,779
693622659251335168,1509,368
693590843962331137,4978,1924
693582294167244802,1617,242
693486665285931008,1749,623
693280720173801472,3305,1215
693267061318012928,2347,802
693262851218264065,2179,490
693231807727280129,2831,724
693155686491000832,7773,3160
693109034023534592,1684,600
693095443459342336,1828,451
692919143163629568,2640,739
692905862751522816,2390,852
692901601640583168,1735,592
692894228850999298,2226,783
692828166163931137,2823,868
692752401762250755,6710,3577
692568918515392513,4298,1507
692535307825213440,3115,1336
692530551048294401,1806,406
692423280028966913,1459,224
692417313023332352,9243,3398
692187005137076224,2497,800
692158366030913536,2118,777
692142790915014657,1626,388
692041934689402880,3363,1245
692017291282812928,2848,940
691820333922455552,3903,1630
691793053716221953,8034,4154
691756958957883396,2808,978
691675652215414786,1932,499
691483041324204033,2350,557
691459709405118465,3992,1119
691444869282295808,2612,836
691416866452082688,19050,7507
691321916024623104,2531,652
691096613310316544,2926,866
691090071332753408,1701,328
690989312272396288,5822,2823
690959652130045952,3527,1224
690938899477221376,4030,1916
690932576555528194,3238,997
690735892932222976,3729,1246
690728923253055490,2147,508
690690673629138944,2295,807
690649993829576704,1283,272
690607260360429569,291,18
690597161306841088,1926,592
690400367696297985,1861,443
690374419777196032,3209,833
690360449368465409,2634,866
690348396616552449,1489,507
690248561355657216,1651,412
690021994562220032,2748,1012
690015576308211712,2451,721
690005060500217858,3618,1657
689999384604450816,1398,360
689993469801164801,1436,443
689977555533848577,1351,438
689905486972461056,2407,689
689877686181715968,2994,1146
689835978131935233,2137,737
689661964914655233,3179,913
689659372465688576,10236,3786
689623661272240129,2199,630
689599056876867584,11485,5413
689557536375177216,2014,449
689517482558820352,3353,1404
689289219123089408,2227,923
689283819090870273,3220,1086
689280876073582592,1958,697
689275259254616065,1129,242
689255633275777024,2521,1066
689154315265683456,3038,982
689143371370250240,1993,499
688916208532455424,2675,852
688908934925697024,2087,750
688898160958271489,2064,767
688894073864884227,2212,676
688828561667567616,1361,366
688804835492233216,953,191
688789766343622656,2190,653
688547210804498433,2554,686
688519176466644993,2288,716
688385280030670848,9156,4408
688211956440801280,2212,816
688179443353796608,2110,576
688116655151435777,2784,759
688064179421470721,1707,355
687841446767013888,5378,2460
687826841265172480,2709,1103
687818504314159109,2443,932
687807801670897665,2366,706
687732144991551489,1732,653
687704180304273409,2395,827
687664829264453632,1910,504
687494652870668288,1867,568
687480748861947905,1577,235
687476254459715584,1956,523
687460506001633280,2031,539
687399393394311168,1863,607
687317306314240000,19870,9025
687312378585812992,4294,1869
687127927494963200,5357,2232
687124485711986689,2148,498
687109925361856513,5714,2413
687102708889812993,2310,965
687096057537363968,2206,595
686947101016735744,8517,3143
686760001961103360,3470,1357
686749460672679938,3426,1431
686730991906516992,4073,1178
686683045143953408,2783,786
686618349602762752,3658,1344
686606069955735556,1862,535
686394059078897668,1719,682
686386521809772549,3210,864
686377065986265092,2171,555
686358356425093120,2150,656
686286779679375361,3945,1635
686050296934563840,2185,716
686035780142297088,1137,115
686034024800862208,3038,1126
686007916130873345,2446,401
686003207160610816,1802,614
685973236358713344,2071,515
685943807276412928,1606,580
685906723014619143,7400,2821
685681090388975616,2001,119
685667379192414208,2328,553
685663452032069632,3183,1428
685641971164143616,2896,763
685547936038666240,32452,15342
685532292383666176,2998,1140
685325112850124800,9325,3892
685321586178670592,2614,626
685315239903100929,3256,1024
685307451701334016,2043,433
685268753634967552,3055,1179
685198997565345792,2305,658
685169283572338688,4056,1405
684969860808454144,2358,362
684959798585110529,6733,3070
684940049151070208,3166,1027
684926975086034944,3435,455
684914660081053696,3466,1428
684902183876321280,1843,519
684880619965411328,2058,797
684830982659280897,34527,21304
684800227459624960,2696,987
684594889858887680,8789,3443
684588130326986752,4067,1383
684567543613382656,2975,1191
684538444857667585,2613,933
684481074559381504,3827,1151
684460069371654144,1943,552
684241637099323392,8008,3217
684225744407494656,1207,203
684222868335505415,3765,1341
684200372118904832,2119,1019
684195085588783105,1875,500
684188786104872960,3441,1150
684177701129875456,1992,655
684147889187209216,2947,1491
684122891630342144,1979,461
684097758874210310,4054,1406
683857920510050305,3750,1103
683852578183077888,1907,340
683849932751646720,2568,945
683834909291606017,2589,1094
683828599284170753,2760,1050
683773439333797890,3296,1325
683742671509258241,6376,3237
683515932363329536,7223,2831
683498322573824003,3128,948
683481228088049664,2620,982
683462770029932544,2390,662
683449695444799489,3837,1579
683391852557561860,7535,2360
683357973142474752,2862,901
683142553609318400,2832,1022
683111407806746624,3357,895
683098815881154561,2138,645
683078886620553216,1960,552
683030066213818368,2137,729
682962037429899265,36235,16229
682808988178739200,1754,165
682788441537560576,2436,1087
682750546109968385,1498,428
682697186228989953,1295,355
682662431982772225,3013,1059
682638830361513985,2046,587
682429480204398592,3384,1131
682406705142087680,7450,1734
682393905736888321,2202,656
682389078323662849,1633,451
682303737705140231,3005,958
682259524040966145,4066,1177
682242692827447297,3191,1138
682088079302213632,17961,9672
682059653698686977,4865,1649
682047327939461121,3145,922
682032003584274432,6482,1965
682003177596559360,3071,1491
681981167097122816,2771,1014
681891461017812993,2434,799
681694085539872773,12617,3989
681679526984871937,1742,431
681654059175129088,2599,910
681610798867845120,1874,458
681579835668455424,3499,1276
681523177663676416,14066,5647
681340665377193984,1622,273
681339448655802368,9140,4012
681320187870711809,2606,727
681302363064414209,3873,1782
681297372102656000,3162,934
681281657291280384,3183,1082
681261549936340994,1434,266
681242418453299201,1461,520
681231109724700672,2368,475
681193455364796417,3635,1447
680970795137544192,2384,643
680959110691590145,4512,1966
680940246314430465,3154,1026
680934982542561280,2060,427
680913438424612864,2364,610
680889648562991104,1735,357
680836378243002368,3406,1295
680805554198020098,2122,654
680801747103793152,2345,805
680798457301471234,2801,1010
680609293079592961,2584,684
680583894916304897,3570,1306
680497766108381184,4162,1871
680494726643068929,1688,477
680473011644985345,2499,733
680440374763077632,1424,490
680221482581123072,1444,289
680206703334408192,2777,1140
680191257256136705,2110,488
680176173301628928,3829,1517
680161097740095489,2286,722
680145970311643136,3546,1706
680130881361686529,2246,921
680115823365742593,2671,881
680100725817409536,3513,1344
680085611152338944,12592,8801
680070545539371008,2537,844
679877062409191424,1948,636
679872969355714560,2149,650
679862121895714818,2407,603
679854723806179328,2801,1203
679844490799091713,2322,744
679828447187857408,35600,13703
679777920601223168,3047,1076
679736210798047232,2056,774
679729593985699840,2125,808
679722016581222400,1631,458
679530280114372609,4701,2032
679527802031484928,2588,706
679511351870550016,3293,1235
679503373272485890,3114,1434
679475951516934144,2054,624
679462823135686656,30952,18350
679405845277462528,2326,1172
679158373988876288,20848,7835
679148763231985668,2717,1001
679132435750195208,2921,1127
679111216690831360,5849,2522
679062614270468097,16580,7870
679047485189439488,2196,649
679001094530465792,2768,1190
678991772295516161,2244,1125
678969228704284672,1604,445
678800283649069056,2513,870
678798276842360832,3385,1130
678774928607469569,2752,881
678767140346941444,3452,1322
678764513869611008,1601,462
678755239630127104,6944,3190
678740035362037760,3668,1629
678708137298427904,5472,2364
678675843183484930,2799,1417
678643457146150913,1999,389
678446151570427904,3911,1499
678424312106393600,5350,2470
678410210315247616,4113,1752
678399652199309312,77560,30891
678396796259975168,1555,402
678389028614488064,1825,410
678380236862578688,2380,880
678341075375947776,1694,517
678334497360859136,1276,243
678278586130948096,11169,5923
678255464182861824,1551,354
678023323247357953,1867,370
678021115718029313,13298,6159
677961670166224897,3336,1638
677918531514703872,1309,396
677895101218201600,4710,2007
677716515794329600,2981,950
677700003327029250,3311,1406
677698403548192770,1199,309
677687604918272002,2431,820
677673981332312066,3253,1456
677662372920729601,1903,924
677644091929329666,1804,777
677573743309385728,2080,684
677565715327688705,1270,449
677557565589463040,2390,1119
677547928504967168,6769,3569
677530072887205888,1036,221
677335745548390400,2966,1715
677334615166730240,1310,277
677331501395156992,1060,228
677328882937298944,3554,1458
677314812125323265,1596,518
677301033169788928,1203,390
677269281705472000,1927,682
677228873407442944,3457,1591
677187300187611136,2674,887
676975532580409345,2700,1033
676957860086095872,2183,787
676949632774234114,1268,383
676948236477857792,2103,836
676946864479084545,1686,353
676942428000112642,2016,725
676936541936185344,12371,4777
676916996760600576,2892,1751
676897532954456065,2190,705
676864501615042560,2040,684
676821958043033607,22259,15043
676819651066732545,1766,642
676811746707918848,1381,411
676776431406465024,4860,1963
676617503762681856,2803,927
676613908052996102,1049,193
676606785097199616,1840,415
676603393314578432,1128,371
676593408224403456,4424,2083
676590572941893632,892,116
676588346097852417,2246,756
676582956622721024,1156,264
676575501977128964,2501,1080
676533798876651520,1820,533
676496375194980353,1475,515
676470639084101634,11259,4501
676440007570247681,1672,639
676430933382295552,1355,329
676263575653122048,2019,521
676237365392908289,1170,276
676219687039057920,74090,29960
676215927814406144,1683,554
676191832485810177,2211,999
676146341966438401,1858,637
676121918416756736,2096,1122
676101918813499392,2739,1127
676098748976615425,2902,1366
676089483918516224,1266,423
675898130735476737,1562,554
675891555769696257,2053,824
675888385639251968,2299,922
675878199931371520,4040,1353
675870721063669760,1570,546
675853064436391936,2603,1244
675849018447167488,908,138
675845657354215424,2192,844
675822767435051008,1474,518
675820929667219457,1011,227
675798442703122432,9916,3296
675781562965868544,1570,450
675740360753160193,1125,328
675710890956750848,1815,780
675707330206547968,1901,657
675706639471788032,623,90
675534494439489536,1770,395
675531475945709568,1141,366
675522403582218240,1001,275
675517828909424640,1244,450
675501075957489664,16566,5606
675497103322386432,3020,1240
675489971617296384,1246,568
675483430902214656,1781,940
675432746517426176,1462,548
675372240448454658,1621,497
675362609739206656,1020,221
675354435921575936,31320,16104
675349384339542016,3781,2181
675334060156301312,2662,1235
675166823650848770,3431,1520
675153376133427200,5998,2467
675149409102012420,3611,1614
675147105808306176,904,220
675146535592706048,1136,283
675145476954566656,2052,854
675135153782571009,1258,457
675113801096802304,1873,753
675111688094527488,921,240
675109292475830276,2695,1088
675047298674663426,1026,306
675015141583413248,2594,1126
675006312288268288,941,212
675003128568291329,1500,441
674999807681908736,2155,1060
674805413498527744,825,341
674800520222154752,2894,814
674793399141146624,2403,1041
674790488185167872,1058,240
674788554665512960,779,203
674781762103414784,1928,1140
674774481756377088,1066,450
674767892831932416,1748,747
674764817387900928,758,227
674754018082705410,1313,421
674752233200820224,1406,444
674743008475090944,1342,522
674742531037511680,464,49
674739953134403584,1058,369
674737130913071104,618,83
674690135443775488,1100,452
674670581682434048,1545,615
674664755118911488,879,238
674646392044941312,1373,465
674644256330530816,993,259
674638615994089473,1622,557
674632714662858753,1445,548
674606911342424069,900,93
674468880899788800,5967,1937
674447403907457024,1020,344
674436901579923456,1064,368
674422304705744896,1371,517
674416750885273600,662,131
674410619106390016,1151,440
674394782723014656,1453,546
674372068062928900,816,301
674330906434379776,543,72
674318007229923329,1349,498
674307341513269249,10894,6621
674291837063053312,14076,5579
674271431610523648,1496,696
674269164442398721,873,219
674265582246694913,1572,802
674262580978937856,1253,430
674255168825880576,1400,518
674082852460433408,729,158
674075285688614912,950,270
674063288070742018,6105,2079
674053186244734976,3152,1230
674051556661161984,1389,465
674045139690631169,1343,608
674042553264685056,689,121
674038233588723717,1059,398
674036086168010753,817,194
674024893172875264,1700,1162
674019345211760640,1081,286
674014384960745472,1491,606
674008982932058114,1142,338
673956914389192708,1870,909
673919437611909120,1121,353
673906403526995968,3040,1551
673887867907739649,903,242
673716320723169284,2953,712
673715861853720576,3388,1959
673711475735838725,997,283
673709992831262724,803,256
673708611235921920,1029,272
673707060090052608,1053,372
673705679337693185,1208,390
673700254269775872,1367,538
673697980713705472,3784,1863
673689733134946305,1664,612
673688752737402881,1208,470
673686845050527744,1371,409
673680198160809984,1308,439
673662677122719744,1198,348
673656262056419329,689,222
673636718965334016,1052,342
673612854080196609,1530,681
673583129559498752,1144,339
673580926094458881,794,260
673576835670777856,1323,536
673363615379013632,982,289
673359818736984064,1384,637
673355879178194945,1435,542
673352124999274496,1591,511
673350198937153538,718,198
673345638550134785,2400,1195
673343217010679808,924,257
673342308415348736,1212,543
673320132811366400,12838,7446
673317986296586240,837,242
673295268553605120,7187,2999
673270968295534593,1023,344
673240798075449344,1363,677
673213039743795200,2135,793
673148804208660480,1622,592
672997845381865473,1884,675
672995267319328768,905,273
672988786805112832,937,272
672984142909456390,1201,515
672980819271634944,1736,956
672975131468300288,1596,851
672970152493887488,906,338
672968025906282496,1265,514
672964561327235073,1363,612
672902681409806336,1305,465
672898206762672129,860,401
672884426393653248,1471,798
672877615439593473,987,332
672834301050937345,1248,535
672828477930868736,1193,462
672640509974827008,932,300
672622327801233409,1233,460
672614745925664768,1168,550
672609152938721280,1056,371
672604026190569472,1055,379
672594978741354496,1273,582
672591762242805761,908,320
672591271085670400,686,177
672538107540070400,983,344
672523490734551040,599,160
672488522314567680,1059,411
672482722825261057,1073,564
672481316919734272,688,122
672475084225949696,1380,662
672466075045466113,1292,501
672272411274932228,6144,3176
672267570918129665,1418,586
672264251789176834,1084,318
672256522047614977,2692,1453
672254177670729728,1371,701
672248013293752320,1653,565
672245253877968896,651,145
672239279297454080,856,306
672231046314901505,1739,953
672222792075620352,752,202
672205392827572224,2153,1090
672169685991993344,974,345
672160042234327040,839,339
672139350159835138,1655,655
672125275208069120,2275,1079
672095186491711488,951,347
672082170312290304,900,346
672068090318987265,1233,483
671896809300709376,8105,3954
671891728106971137,1252,542
671882082306625538,3294,1316
671879137494245376,1349,630
671874878652489728,1196,520
671866342182637568,1066,463
671855973984772097,856,409
671789708968640512,6731,3271
671768281401958400,1140,464
671763349865160704,1591,851
671744970634719232,1288,718
671743150407421952,718,225
671735591348891648,1372,711
671729906628341761,8091,4110
671561002136281088,12169,6829
671550332464455680,864,198
671547767500775424,1284,556
671544874165002241,1864,993
671542985629241344,1041,533
671538301157904385,883,365
671536543010570240,1112,384
671533943490011136,971,548
671528761649688577,800,243
671520732782923777,1329,499
671518598289059840,901,281
671511350426865664,1511,666
671504605491109889,6648,3352
671497587707535361,876,423
671488513339211776,950,451
671486386088865792,551,184
671485057807351808,725,221
671390180817915904,1372,701
671362598324076544,1051,280
671357843010908160,380,146
671355857343524864,460,113
671347597085433856,911,404
671186162933985280,697,197
671182547775299584,1065,317
671166507850801152,833,325
671163268581498880,1563,1032
671159727754231808,347,75
671154572044468225,675,206
671151324042559489,634,143
671147085991960577,637,202
671141549288370177,1096,620
671138694582165504,880,376
671134062904504320,706,180
671122204919246848,3310,2362
671115716440031232,1301,733
671109016219725825,1090,411
670995969505435648,1056,274
670842764863651840,23487,8195
670840546554966016,556,183
670838202509447168,1052,652
670833812859932673,418,114
670832455012716544,696,203
670826280409919488,5249,3828
670823764196741120,737,176
670822709593571328,574,90
670815497391357952,3015,1454
670811965569282048,1072,253
670807719151067136,1108,463
670804601705242624,1864,904
670803562457407488,326,84
670797304698376195,705,222
670792680469889025,784,257
670789397210615808,628,223
670786190031921152,568,191
670783437142401025,786,360
670782429121134593,1472,725
670780561024270336,755,270
670778058496974848,316,69
670764103623966721,1031,397
670755717859713024,419,101
670733412878163972,910,481
670727704916926465,793,337
670717338665226240,1132,455
670704688707301377,735,349
670691627984359425,559,229
670679630144274432,714,267
670676092097810432,235,39
670668383499735048,10156,4719
670474236058800128,1434,697
670468609693655041,339,82
670465786746662913,927,513
670452855871037440,523,192
670449342516494336,1148,611
670444955656130560,6397,1875
670442337873600512,614,189
670435821946826752,1005,483
670434127938719744,1343,608
670433248821026816,315,104
670428280563085312,1322,584
670427002554466305,494,148
670421925039075328,1244,601
670420569653809152,589,297
670417414769758208,545,303
670411370698022913,1920,838
670408998013820928,529,207
670403879788544000,408,143
670385711116361728,538,191
670374371102445568,714,252
670361874861563904,313,60
670338931251150849,406,101
670319130621435904,3706,1148
670303360680108032,412,123
670290420111441920,663,268
670093938074779648,978,312
670086499208155136,663,239
670079681849372674,2110,1151
670073503555706880,1484,742
670069087419133954,592,225
670061506722140161,723,312
670055038660800512,637,306
670046952931721218,616,161
670040295598354432,717,104
670037189829525505,566,258
670003130994700288,316,85
669993076832759809,310,79
669972011175813120,421,148
669970042633789440,286,53
669942763794931712,481,150
669926384437997569,359,92
669923323644657664,224,53
669753178989142016,766,373
669749430875258880,248,63
669684865554620416,489,84
669683899023405056,366,102
669682095984410625,335,128
669680153564442624,635,268
669661792646373376,773,407
669625907762618368,3344,1703
669603084620980224,907,340
669597912108789760,489,142
669583744538451968,1415,870
669573570759163904,416,130
669571471778410496,1511,954
669567591774625800,221,50
669564461267722241,370,115
669393256313184256,343,69
669375718304980992,1259,685
669371483794317312,470,168
669367896104181761,438,141
669363888236994561,595,214
669359674819481600,354,113
669354382627049472,2562,1206
669353438988365824,597,245
669351434509529089,410,169
669328503091937280,968,393
669327207240699904,546,114
669324657376567296,474,196
669216679721873412,1139,382
669214165781868544,416,150
669203728096960512,958,440
669037058363662336,625,295
669015743032369152,706,351
669006782128353280,551,229
669000397445533696,19891,5996
668994913074286592,421,209
668992363537309700,713,319
668989615043424256,639,312
668988183816871936,863,436
668986018524233728,525,155
668981893510119424,514,283
668979806671884288,760,328
668975677807423489,1240,548
668967877119254528,139,21
668960084974809088,670,230
668955713004314625,263,67
668932921458302977,247,54
668902994700836864,302,94
668892474547511297,381,139
668872652652679168,503,285
668852170888998912,428,151
668826086256599040,413,125
668815180734689280,529,247
668779399630725120,674,349
668655139528511488,494,205
668645506898350081,829,502
668643542311546881,828,496
668641109086707712,1017,509
668636665813057536,985,464
668633411083464705,2662,1507
668631377374486528,675,299
668627278264475648,295,107
668625577880875008,362,121
668623201287675904,1349,706
668620235289837568,187,38
668614819948453888,584,300
668587383441514497,1580,1006
668567822092664832,226,49
668544745690562560,488,214
668542336805281792,432,200
668537837512433665,242,67
668528771708952576,441,210
668507509523615744,311,98
668496999348633600,387,124
668484198282485761,405,220
668480044826800133,435,139
668466899341221888,846,481
668297328638447616,597,276
668291999406125056,230,29
668286279830867968,478,128
668274247790391296,780,222
668268907921326080,525,222
668256321989451776,1228,563
668248472370458624,913,450
668237644992782336,5870,2667
668226093875376128,283,96
668221241640230912,491,185
668204964695683073,527,184
668190681446379520,612,190
668171859951755264,460,182
668154635664932864,471,291
668142349051129856,547,263
668113020489474048,639,221
667937095915278337,1186,748
667924896115245057,278,104
667915453470232577,199,53
667911425562669056,468,278
667902449697558528,813,358
667886921285246976,1773,1007
667885044254572545,779,445
667878741721415682,374,111
667873844930215936,595,380
667866724293877760,2871,975
667861340749471744,231,74
667832474953625600,280,58
667806454573760512,998,459
667801013445750784,312,90
667793409583771648,670,309
667782464991965184,393,230
667773195014021121,222,51
667766675769573376,416,203
667728196545200128,361,143
667724302356258817,456,302
667550904950915073,0,31
667550882905632768,0,31
667549055577362432,5478,2112
667546741521195010,322,115
667544320556335104,813,493
667538891197542400,194,61
667534815156183040,776,494
667530908589760512,442,223
667524857454854144,1611,1052
667517642048163840,350,180
667509364010450944,6452,1998
667502640335572993,514,209
667495797102141441,496,249
667491009379606528,497,210
667470559035432960,244,89
667455448082227200,181,56
