tweet_id,favorites,retweet_count
820446719150292993,0,2569
820314633777061888,3362,566
820078625395449857,19892,6296
820013781606658049,0,1177
819952236453363712,5348,1177
819924195358416896,12971,4893
819711362133872643,13428,3114
819588359383371776,9683,1994
819347104292290561,7247,1208
819238181065359361,2279,408
819227688460238848,23158,6738
819015337530290176,0,37004
819015331746349057,0,19027
819006400881917954,45514,19027
819004803107983360,87306,37004
818646164899774465,0,21074
818627210458333184,22510,7562
818614493328580609,9890,2566
818588835076603904,0,6159
818536468981415936,10950,2463
818307523543449600,0,8118
818259473185828864,11072,2274
818145370475810820,12330,2580
817908911860748288,4888,805
817827839487737858,51888,27170
817777686764523521,10808,2703
817536400337801217,11831,2978
817502432452313088,0,3398
817423860136083457,33999,14761
817415592588222464,5627,947
817181837579653120,0,8499
817171292965273600,8816,2030
817120970343411712,12291,2605
817056546584727552,8640,1650
816829038950027264,0,4734
816816676327063552,10067,2047
816697700272001025,9840,2204
816450570814898180,30575,8118
816336735214911488,8655,1953
816091915477250048,9004,2151
816062466425819140,0,1025
816014286006976512,0,5289
815990720817401858,4972,1025
815966073409433600,22553,8499
815745968457060357,0,4148
815736392542261248,9908,2273
815639385530101762,8285,1665
815390420867969024,10430,3825
814986499976527872,7716,1282
814638523311648768,11350,2709
814578408554463233,0,5883
814530161257443328,8699,1873
814153002265309185,28937,8728
813944609378369540,0,3207
813910438903693312,9364,1874
813812741911748608,36676,14057
813800681631023104,8384,1771
813217897535406080,18782,7342
813202720496779264,9310,1827
813187593374461952,20020,4383
813172488309972993,9342,1940
813157409116065792,7839,2226
813142292504645637,8549,2403
813130366689148928,4506,452
813127251579564032,11938,3160
813112105746448384,10387,2761
813096984823349248,10659,3654
813081950185472002,9960,2805
813066809284972545,8016,1967
813051746834595840,21151,7420
812781120811126785,7635,1915
812709060537683968,6663,1445
812503143955202048,6123,1230
812466873996607488,8027,1948
812372279581671427,13763,3686
811985624773361665,7330,1412
811744202451197953,7616,1608
811647686436880384,5665,750
811627233043480576,12876,3107
811386762094317568,21103,6439
810984652412424192,5383,1452
810896069567610880,9091,1788
810657578271330305,11065,2673
810284430598270976,35555,11386
810254108431155201,14839,3404
809920764300447744,15689,3979
809808892968534016,0,4929
809448704142938112,7000,1477
809220051211603969,20103,5651
809084759137812480,13369,3566
808838249661788160,10214,3065
808733504066486276,7976,2189
808501579447930884,11419,2622
808344865868283904,42946,21074
808134635716833280,0,5984
808106460588765185,8880,2229
808001312164028416,12658,3572
807621403335917568,14728,3655
807106840509214720,119367,55899
807059379405148160,0,7414
807010152071229440,13210,3902
806629075125202948,75416,34953
806620845233815552,0,5583
806576416489959424,4948,1970
806542213899489280,10329,2378
806242860592926720,0,11735
806219024703037440,6508,1204
805958939288408065,0,5420
805932879469572096,8363,1942
805826884734976000,6628,1843
805823200554876929,0,8084
805520635690676224,5819,1674
805487436403003392,8884,2550
805207613751304193,7916,1736
804738756058218496,13848,3846
804475857670639616,6192,2029
804413760345620481,0,3265
804026241225523202,44895,16305
803773340896923648,10157,2766
803692223237865472,0,7507
803638050916102144,11049,4186
803380650405482500,7858,1884
803321560782307329,0,5375
803276597545603072,10145,2479
802952499103731712,9109,2023
802624713319034886,0,2945
802600418706604034,7182,1482
802572683846291456,9030,2533
802323869084381190,16378,5884
802265048156610565,6830,1387
802239329049477120,9179,2649
802185808107208704,0,274
801958328846974976,7839,1735
801854953262350336,1803,238
801538201127157760,8315,2093
801285448605831168,6116,828
801167903437357056,24708,5984
801127390143516673,0,3993
801115127852503040,8164,2119
800859414831898624,694,98
800855607700029440,0,1627
800751577355128832,10672,2822
800513324630806528,13265,3016
800459316964663297,9619,2189
800443802682937345,0,4369
800388270626521089,11265,2839
800188575492947969,0,3989
800141422401830912,15449,2569
800018252395122689,28668,13300
799774291445383169,0,4735
799757965289017345,8484,2188
799422933579902976,8160,1943
799308762079035393,0,5527
799297110730567681,9992,2789
799063482566066176,8160,2495
798933969379225600,13225,4505
798925684722855936,7586,1454
798705661114773508,0,6718
798701998996647937,0,7870
798697898615730177,0,6598
798694562394996736,0,5006
798686750113755136,0,2360
798682547630837760,0,4777
798673117451325440,0,5606
798665375516884993,0,3954
798644042770751489,0,1875
798628517273620480,0,1998
798585098161549313,0,5754
798576900688019456,0,5913
798340744599797760,0,3365
798209839306514432,10536,2592
797971864723324932,11719,3144
797545162159308800,14708,4915
797236660651966464,20163,6651
797165961484890113,226,26
796904159865868288,0,9025
796865951799083009,7771,1943
796759840936919040,11952,3062
796563435802726400,0,7348
796484825502875648,7651,1778
796387464403357696,11116,4186
796177847564038144,0,14415
796149749086875649,32575,14415
796125600683540480,5018,1825
796116448414461957,9195,2441
796080075804475393,8557,2331
796031486298386433,10916,3748
795464331001561088,50053,23842
795400264262053889,10169,2898
795076730285391872,16361,5489
794983741416415232,0,3402
794926597468000259,10345,2321
794355576146903043,0,10396
794332329137291264,9684,2713
794205286408003585,9318,3356
793962221541933056,16992,4929
793845145112371200,9318,1883
793614319594401792,0,3165
793601777308463104,8063,1639
793500921481273345,10778,2397
793286476301799424,24828,9254
793271401113350145,8790,2415
793256262322548741,20157,8414
793241302385262592,10616,3326
793226087023144960,9935,2906
793210959003287553,9016,2827
793195938047070209,15430,5685
793180763617361921,7005,2024
793165685325201412,9502,2818
793150605191548928,6241,1717
793135492858580992,6477,2519
793120401413079041,12788,3959
792913359805018113,14482,4022
792883833364439040,11415,4310
792773781206999040,7427,1693
792394556390137856,13574,4332
792050063153438720,7223,1816
791821351946420224,0,21304
791784077045166082,0,9672
791780927877898241,0,3856
791774931465953280,45563,22402
791672322847637504,11862,3165
791406955684368384,13260,4148
791312159183634433,8871,2564
791026214425268224,0,4138
790987426131050500,9920,2154
790946055508652032,16805,4734
790723298204217344,0,2333
790698755171364864,8299,1945
790581949425475584,20847,7212
790337589677002753,7901,1901
790277117346975746,12688,3207
790227638568808452,0,3602
789986466051088384,9345,2333
789960241177853952,0,4163
789903600034189313,10441,4176
789628658055020548,7564,1784
789599242079838210,6832,1943
789530877013393408,11826,3402
789314372632018944,8741,2314
789280767834746880,0,4985
789268448748703744,9203,2628
789137962068021249,9808,2814
788908386943430656,27675,12591
788765914992902144,27598,10396
788552643979468800,0,7243
788412144018661376,15697,5313
788178268662984705,7293,2110
788150585577050112,6178,1296
788070120937619456,0,3454
788039637453406209,6181,1330
787810552592695296,8689,3082
787717603741622272,10347,2796
787397959788929025,10989,2867
787322443945877504,7853,1754
787111942498508800,0,6810
786963064373534720,26861,8044
786729988674449408,0,2442
786709082849828864,18374,6166
786664955043049472,10675,2573
786595970293370880,9527,3144
786363235746385920,10973,3526
786286427768250368,8040,2859
786233965241827333,15384,4769
786051337297522688,1432,155
786036967502913536,0,7062
785927819176054784,11481,3207
785872687017132033,6749,1825
785639753186217984,7914,2254
785533386513321988,9191,2013
785515384317313025,6174,1267
785264754247995392,7319,1638
785170936622350336,12126,4870
784826020293709826,10173,3265
784517518371221505,9035,2555
784431430411685888,5749,1279
784183165795655680,20209,8084
784057939640352768,29959,11182
783839966405230592,30232,10838
783821107061198850,7405,1990
783695101801398276,10532,3234
783466772167098368,8522,2260
783391753726550016,16991,5506
783347506784731136,0,5579
783334639985389568,29331,11735
783085703974514689,8208,2214
782969140009107456,24288,7414
782747134529531904,7512,1417
782722598790725632,17364,5420
782598640137187329,7839,1886
782305867769217024,16745,5596
782021823840026624,0,6232
781955203444699136,11198,3388
781661882474196992,10485,2726
781655249211752448,4013,1137
781524693396357120,20859,5583
781308096455073793,7182,2568
781251288990355457,8494,2084
781163403222056960,9863,2758
780931614150983680,21760,7348
780858289093574656,7226,2021
780800785462489090,5511,1307
780601303617732608,12181,3365
780543529827336192,6332,1750
780496263422808064,0,3697
780476555013349377,0,113
780459368902959104,5322,1083
780192070812196864,8753,2246
780092040432480260,0,2306
780074436359819264,12231,4989
779834332596887552,18980,7062
779377524342161408,8835,3119
779124354206535695,0,18350
779056095788752897,14823,4551
778990705243029504,20049,7216
778774459159379968,0,9913
778764940568104960,871,362
778748913645780993,6923,1317
778650543019483137,5789,1504
778624900596654080,4654,1012
778408200802557953,13683,4339
778396591732486144,0,12259
778383385161035776,5860,1106
778286810187399168,10407,3302
778039087836069888,8536,2651
778027034220126208,6568,1615
777953400541634568,0,3532
777885040357281792,6364,1635
777684233540206592,11258,2945
777641927919427584,0,4234
777621514455814149,8766,2507
777189768882946048,14314,4312
776819012571455488,0,13703
776813020089548800,4894,1210
776477788987613185,8853,2790
776249906839351296,0,9135
776218204058357768,29936,15888
776201521193218049,9642,2524
776113305656188928,11797,4369
776088319444877312,1847,151
775898661951791106,0,16537
775842724423557120,11730,2657
775733305207554048,13911,3993
775729183532220416,13016,4606
775364825476165632,7419,2973
775350846108426240,10187,3911
775085132600442880,15591,4735
774757898236878852,8627,1790
774639387460112384,6744,1732
774314403806253056,21822,5527
773985732834758656,10732,3859
773922284943896577,6412,1749
773704687002451968,6608,1630
773670353721753600,5371,1311
773547596996571136,22149,6159
773336787167145985,0,5069
773308824254029826,23343,7468
773247561583001600,9479,3250
773191612633579521,10002,4130
772877495989305348,8568,3882
772826264096874500,8066,2347
772615324260794368,0,3378
772581559778025472,6504,1697
772193107915964416,6049,1395
772152991789019136,3803,1130
772117678702071809,3780,739
772114945936949249,2728,467
772102971039580160,4000,943
771908950375665664,6599,1904
771770456517009408,12020,3365
771500966810099713,8270,2608
771380798096281600,10486,5069
771171053431250945,0,7446
771136648247640064,9154,2920
771102124360998913,6243,1441
771014301343748096,6867,1655
770787852854652928,4922,1198
770772759874076672,5168,1416
770655142660169732,7341,1765
770414278348247044,6328,2098
770293558247038976,6245,1474
770093767776997377,0,3049
770069151037685760,7594,2295
769940425801170949,31328,9549
769695466921623552,6410,1681
769335591808995329,0,7717
769212283578875904,5394,1717
768970937022709760,14350,6495
768909767477751808,0,2667
768855141948723200,4199,886
768609597686943744,4123,1202
768596291618299904,5036,1279
768554158521745409,0,5836
768473857036525572,13617,3418
768193404517830656,10865,3532
767884188863397888,4735,1378
767754930266464257,15980,5375
767500508068192258,7499,2336
767191397493538821,12304,3751
767122157629476866,10168,2849
766864461642756096,0,5614
766793450729734144,5066,1352
766714921925144576,2610,376
766693177336135680,4001,792
766423258543644672,5992,1582
766313316352462849,6791,1885
766078092750233600,0,2615
766069199026450432,4220,850
766008592277377025,3734,495
765719909049503744,7232,2146
765669560888528897,5183,1219
765395769549590528,26592,3370
765371061932261376,7058,2157
765222098633691136,11617,3378
764857477905154048,6442,1772
764259802650378240,6005,1496
763956972077010945,758,54
763837565564780549,12542,4138
763183847194451968,5371,1463
763167063695355904,0,2999
763103485927849985,7343,2285
762699858130116608,12108,3602
762471784394268675,11189,6384
762464539388485633,10266,4163
762316489655476224,4789,1119
762035686371364864,31767,15488
761976711479193600,5395,1999
761750502866649088,0,3892
761745352076779520,4266,859
761672994376806400,49345,28958
761599872357261312,4116,1184
761371037149827077,0,17986
761334018830917632,5183,1442
761292947749015552,4473,1080
761227390836215808,5313,1558
761004547850530816,11299,3454
760893934457552897,3806,970
760656994973933572,6570,1900
760641137271070720,4967,1292
760539183865880579,7545,3603
760521673607086080,4203,1382
760290219849637889,26707,11424
760252756032651264,3940,865
760190180481531904,5681,1791
760153949710192640,0,30
759943073749200896,5932,2065
759923798737051648,14620,5614
759846353224826880,6710,1954
759793422261743616,5928,1894
759557299618865152,4673,1177
759447681597108224,8450,2442
759446261539934208,1665,484
759197388317847553,6054,1935
759159934323924993,0,1148
759099523532779520,14449,4144
759047813560868866,6459,1995
758854675097526272,3533,890
758828659922702336,11176,3817
758740312047005698,5709,1605
758474966123810816,3784,993
758467244762497024,4762,2196
758405701903519748,5191,1894
758355060040593408,3382,1060
758099635764359168,18968,9913
758041019896193024,2689,369
757741869644341248,6848,3227
757729163776290825,0,7870
757725642876129280,4525,1199
757611664640446465,4543,1098
757597904299253760,0,298
757596066325864448,4308,1046
757400162377592832,15049,6798
757393109802180609,5781,1723
757354760399941633,4494,1409
756998049151549440,6238,1970
756939218950160384,6613,1992
756651752796094464,5022,1288
756526248105566208,10365,3553
756303284449767430,3908,1088
756288534030475264,43769,17573
756275833623502848,6379,1517
755955933503782912,7276,2859
755206590534418437,16349,5319
755110668769038337,21058,11012
754874841593970688,0,7835
754856583969079297,6870,2497
754747087846248448,2573,514
754482103782404096,5251,1941
754449512966619136,3725,728
754120377874386944,7836,2342
753655901052166144,5800,2157
753420520834629632,7847,3531
753398408988139520,5715,1883
753375668877008896,7590,2306
753298634498793472,0,5647
753294487569522689,3348,1031
753039830821511168,36901,20696
753026973505581056,3896,954
752932432744185856,12546,6810
752917284578922496,6894,1564
752701944171524096,0,2831
752682090207055872,5968,1580
752660715232722944,4356,1544
752568224206688256,5463,2261
752519690950500352,7319,3412
752334515931054080,3787,1084
752309394570878976,0,16104
752173152931807232,5925,1821
751950017322246144,3038,904
751937170840121344,5156,1315
751830394383790080,5770,1926
751793661361422336,5786,2875
751598357617971201,7870,3017
751583847268179968,4361,1090
751538714308972544,5003,1247
751456908746354688,3191,992
751251247299190784,12421,5818
751205363882532864,6282,1798
751132876104687617,5029,1290
750868782890057730,4749,1348
750719632563142656,13078,4985
750506206503038976,4406,1133
750429297815552001,13086,4234
750383411068534784,4523,1141
750381685133418496,689,27
750147208377409536,3081,954
750132105863102464,3586,1285
750117059602808832,4298,1297
750101899009982464,3022,831
750086836815486976,2152,525
750071704093859840,7776,3291
750056684286914561,3139,889
750041628174217216,3148,607
750026558547456000,2702,778
750011400160841729,3227,896
749996283729883136,3046,806
749981277374128128,5087,2436
749774190421639168,4631,1307
749417653287129088,6068,1621
749403093750648834,2601,530
749395845976588288,8491,3400
749317047558017024,5454,2215
749075273010798592,5712,2052
749064354620928000,4769,1504
749036806121881602,3069,788
748977405889503236,10684,3362
748932637671223296,5760,2218
748705597323898880,2756,941
748699167502000129,4696,1565
748692773788876800,4209,1319
748575535303884801,6019,1954
748568946752774144,2181,665
748346686624440324,5170,1218
748337862848962560,7564,4051
748324050481647620,3645,750
748307329658011649,3640,703
748220828303695873,14003,7693
747963614829678593,5720,2108
747933425676525569,6545,2506
747885874273214464,2913,958
747844099428986880,2793,741
747816857231626240,4801,1145
747651430853525504,1372,153
747648653817413632,12757,5780
747600769478692864,2304,551
747594051852075008,3637,1046
747512671126323200,5475,1591
747461612269887489,3830,1031
747439450712596480,5364,1890
747242308580548608,0,2878
747219827526344708,5200,1548
747204161125646336,3343,913
747103485104099331,9465,3922
746906459439529985,2868,293
746872823977771008,5912,2106
746818907684614144,5265,1720
746790600704425984,4810,1582
746757706116112384,9477,3856
746726898085036033,5974,1776
746542875601690625,4980,1856
746521445350707200,0,975
746507379341139972,4603,1070
746369468511756288,6118,1612
746131877086527488,6833,2169
746056683365994496,3520,802
745789745784041472,3973,1053
745712589599014916,6916,2297
745433870967832576,7000,2505
745422732645535745,8477,2404
745314880350101504,7093,2722
745074613265149952,7739,3435
745057283344719872,7175,2220
744995568523612160,2940,608
744971049620602880,7787,2645
744709971296780288,5548,1543
744334592493166593,6699,2075
744234799360020481,154465,76699
744223424764059648,1642,357
743980027717509120,4118,1076
743895849529389061,3607,951
743835915802583040,0,2037
743609206067040256,4417,1361
743595368194129920,18108,6431
743545585370791937,3487,928
743510151680958465,7838,3685
743253157753532416,4175,1208
743222593470234624,6117,1885
743210557239623680,3785,1340
742534281772302336,6994,3519
742528092657332225,4359,1936
742465774154047488,7168,3867
742423170473463808,9696,3697
742385895052087300,6711,1937
742161199639494656,4271,1347
742150209887731712,5045,1525
741793263812808706,4484,1491
741743634094141440,8060,2710
741438259667034112,3635,813
741303864243200000,8671,3152
741099773336379392,9848,5424
741067306818797568,9396,3049
740995100998766593,6275,2691
740711788199743490,3357,921
740699697422163968,2807,770
740676976021798912,17938,6718
740373189193256964,34577,13113
740365076218183684,2421,425
740359016048689152,3246,850
740214038584557568,6594,1931
739979191639244800,19690,5836
739932936087216128,3997,1060
739844404073074688,3756,847
739623569819336705,3719,1333
739606147276148736,5317,1630
739544079319588864,38952,20883
739485634323156992,7049,2882
739238157791694849,114224,56991
738891149612572673,109,6
738885046782832640,3722,1127
738883359779196928,3258,778
738537504001953792,5012,1504
738402415918125056,3203,813
738184450748633089,4253,1195
738166403467907072,8650,3297
738156290900254721,2463,627
737826014890496000,5187,1737
737800304142471168,9847,3406
737678689543020544,4966,1286
737445876994609152,10091,4383
737322739594330112,3548,799
737310737551491075,14429,7286
736736130620620800,4183,1698
736392552031657984,17425,7243
736365877722001409,3906,1223
736225175608430592,7994,2731
736010884653420544,7761,2927
735991953473572864,3540,1129
735648611367784448,3972,1081
735635087207878657,6071,2313
735274964362878976,12823,4932
735256018284875776,3276,862
735137028879360001,3078,957
734912297295085568,2706,516
734787690684657664,12331,6173
734776360183431168,2460,528
734559631394082816,1462,390
733828123016450049,3520,764
733822306246479872,3607,1006
733482008106668032,3085,932
733460102733135873,4119,1254
733109485275860992,49430,16537
732732193018155009,2391,525
732726085725589504,3492,875
732585889486888962,3602,766
732375214819057664,7946,2469
732005617171337216,14644,5289
731285275100512256,3428,975
